Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0032436																											Ptig_XP.042821548.1					
OG0032437																											Ptig_XP.042821549.1					
OG0032438																											Ptig_XP.042821550.1					
OG0032439																											Ptig_XP.042821552.1					
OG0032440																											Ptig_XP.042821553.1					
OG0032441																											Ptig_XP.042821554.1					
OG0032442																											Ptig_XP.042821556.1					
OG0032443																											Ptig_XP.042821557.1					
OG0032444																											Ptig_XP.042821558.1					
OG0032445																											Ptig_XP.042821561.1					
OG0032446																											Ptig_XP.042821562.1					
OG0032447																											Ptig_XP.042821563.1					
OG0032448																											Ptig_XP.042821566.1					
OG0032449																											Ptig_XP.042821568.1					
OG0032450																											Ptig_XP.042821569.1					
OG0032451																											Ptig_XP.042821570.1					
OG0032452																											Ptig_XP.042821571.1					
OG0032453																											Ptig_XP.042821780.1					
OG0032454																											Ptig_XP.042821798.1					
OG0032455																											Ptig_XP.042822582.1					
OG0032456																											Ptig_XP.042822729.1					
OG0032457																											Ptig_XP.042823061.1					
OG0032458																											Ptig_XP.042823108.1					
OG0032459																											Ptig_XP.042823136.1					
OG0032460																											Ptig_XP.042823317.1					
OG0032461																											Ptig_XP.042823726.1					
OG0032462																											Ptig_XP.042824008.1					
OG0032463																											Ptig_XP.042824026.1					
OG0032464																											Ptig_XP.042824027.1					
OG0032465																											Ptig_XP.042824361.1					
OG0032466																											Ptig_XP.042824730.1					
OG0032467																											Ptig_XP.042825030.1					
OG0032468																											Ptig_XP.042825257.1					
OG0032469																											Ptig_XP.042825424.1					
OG0032470																											Ptig_XP.042825694.1					
OG0032471																											Ptig_XP.042825738.1					
OG0032472																											Ptig_XP.042825851.1					
OG0032473																											Ptig_XP.042825862.1					
OG0032474																											Ptig_XP.042825984.1					
OG0032475																											Ptig_XP.042826000.1					
OG0032476																											Ptig_XP.042826055.1					
OG0032477																											Ptig_XP.042826200.1					
OG0032478																											Ptig_XP.042826240.1					
OG0032479																											Ptig_XP.042826327.1					
OG0032480																											Ptig_XP.042826450.1					
OG0032481																											Ptig_XP.042826545.1					
OG0032482																											Ptig_XP.042826916.1					
OG0032483																											Ptig_XP.042827039.1					
OG0032484																											Ptig_XP.042827121.1					
OG0032485																											Ptig_XP.042827128.1					
OG0032486																											Ptig_XP.042827130.1					
OG0032487																											Ptig_XP.042827133.1					
OG0032488																											Ptig_XP.042827544.1					
OG0032489																											Ptig_XP.042827957.1					
OG0032490																											Ptig_XP.042828100.1					
OG0032491																											Ptig_XP.042828186.1					
OG0032492																											Ptig_XP.042828344.1					
OG0032493																											Ptig_XP.042828345.1					
OG0032494																											Ptig_XP.042828356.1					
OG0032495																											Ptig_XP.042828533.1					
OG0032496																											Ptig_XP.042828808.1					
OG0032497																											Ptig_XP.042828824.1					
OG0032498																											Ptig_XP.042828825.1					
OG0032499																											Ptig_XP.042828826.1					
OG0032500																											Ptig_XP.042828831.1					
OG0032501																											Ptig_XP.042828832.1					
OG0032502																											Ptig_XP.042828833.1					
OG0032503																											Ptig_XP.042828834.1					
OG0032504																											Ptig_XP.042828914.1					
OG0032505																											Ptig_XP.042829037.1					
OG0032506																											Ptig_XP.042829131.1					
OG0032507																											Ptig_XP.042829158.1					
OG0032508																											Ptig_XP.042829248.1					
OG0032509																											Ptig_XP.042829269.1					
OG0032510																											Ptig_XP.042829375.1					
OG0032511																											Ptig_XP.042829537.1					
OG0032512																											Ptig_XP.042829543.1					
OG0032513																											Ptig_XP.042829547.1					
OG0032514																											Ptig_XP.042829897.1					
OG0032515																											Ptig_XP.042829911.1					
OG0032516																											Ptig_XP.042829912.1					
OG0032517																											Ptig_XP.042829913.1					
OG0032518																											Ptig_XP.042829919.1					
OG0032519																											Ptig_XP.042829921.1					
OG0032520																											Ptig_XP.042830063.1					
OG0032521																											Ptig_XP.042830343.1					
OG0032522																											Ptig_XP.042830372.1					
OG0032523																											Ptig_XP.042831050.1					
OG0032524																											Ptig_XP.042831143.1					
OG0032525																											Ptig_XP.042831145.1					
OG0032526																											Ptig_XP.042831347.1					
OG0032527																											Ptig_XP.042831396.1					
OG0032528																											Ptig_XP.042831603.1					
OG0032529																											Ptig_XP.042831635.1					
OG0032530																											Ptig_XP.042831639.1					
OG0032531																											Ptig_XP.042831964.1					
OG0032532																											Ptig_XP.042832021.1					
OG0032533																											Ptig_XP.042832292.1					
OG0032534																											Ptig_XP.042832306.1					
OG0032535																											Ptig_XP.042832396.1					
OG0032536																											Ptig_XP.042832429.1					
OG0032537																											Ptig_XP.042832467.1					
OG0032538																											Ptig_XP.042832491.1					
OG0032539																											Ptig_XP.042832778.1					
OG0032540																											Ptig_XP.042832803.1					
OG0032541																											Ptig_XP.042832896.1					
OG0032542																											Ptig_XP.042833023.1					
OG0032543																											Ptig_XP.042833039.1					
OG0032544																											Ptig_XP.042833091.1					
OG0032545																											Ptig_XP.042833134.1					
OG0032546																											Ptig_XP.042833138.1					
OG0032547																											Ptig_XP.042833148.1					
OG0032548																											Ptig_XP.042833149.1					
OG0032549																											Ptig_XP.042833165.1					
OG0032550																											Ptig_XP.042833202.1					
OG0032551																											Ptig_XP.042833320.1					
OG0032552																											Ptig_XP.042833326.1					
OG0032553																											Ptig_XP.042833376.1					
OG0032554																											Ptig_XP.042833378.1					
OG0032555																											Ptig_XP.042833383.1					
OG0032556																											Ptig_XP.042833386.1					
OG0032557																											Ptig_XP.042833477.1					
OG0032558																											Ptig_XP.042833625.1					
OG0032559																											Ptig_XP.042833644.1					
OG0032560																											Ptig_XP.042833732.1					
OG0032561																											Ptig_XP.042834319.1					
OG0032562																											Ptig_XP.042834679.1					
OG0032563																											Ptig_XP.042835158.1					
OG0032564																											Ptig_XP.042835290.1					
OG0032565																											Ptig_XP.042835315.1					
OG0032566																											Ptig_XP.042835362.1					
OG0032567																											Ptig_XP.042835525.1					
OG0032568																											Ptig_XP.042835616.1					
OG0032569																											Ptig_XP.042835626.1					
OG0032570																											Ptig_XP.042835651.1					
OG0032571																											Ptig_XP.042835689.1					
OG0032572																											Ptig_XP.042835752.1					
OG0032573																											Ptig_XP.042835760.1					
OG0032574																											Ptig_XP.042835769.1					
OG0032575																											Ptig_XP.042835777.1					
OG0032576																											Ptig_XP.042835785.1					
OG0032577																											Ptig_XP.042835787.1					
OG0032578																											Ptig_XP.042836083.1					
OG0032579																											Ptig_XP.042836196.1					
OG0032580																											Ptig_XP.042836399.1					
OG0032581																											Ptig_XP.042837654.1					
OG0032582																											Ptig_XP.042837953.1					
OG0032583																											Ptig_XP.042838166.1					
OG0032584																											Ptig_XP.042838338.1					
OG0032585																											Ptig_XP.042838365.1					
OG0032586																											Ptig_XP.042838558.1					
OG0032587																											Ptig_XP.042838571.1					
OG0032588																											Ptig_XP.042838603.1					
OG0032589																											Ptig_XP.042838634.1					
OG0032590																											Ptig_XP.042839130.1					
OG0032591																											Ptig_XP.042839413.1					
OG0032592																											Ptig_XP.042840667.1					
OG0032593																											Ptig_XP.042840685.1					
OG0032594																											Ptig_XP.042840687.1					
OG0032595																											Ptig_XP.042840701.1					
OG0032596																											Ptig_XP.042840703.1					
OG0032597																											Ptig_XP.042840722.1					
OG0032598																											Ptig_XP.042840730.1					
OG0032599																											Ptig_XP.042840731.1					
OG0032600																											Ptig_XP.042840736.1					
OG0032601																											Ptig_XP.042840737.1					
OG0032602																											Ptig_XP.042840944.1					
OG0032603																											Ptig_XP.042840994.1					
OG0032604																											Ptig_XP.042841054.1					
OG0032605																											Ptig_XP.042841189.1					
OG0032606																											Ptig_XP.042841278.1					
OG0032607																											Ptig_XP.042841307.1					
OG0032608																											Ptig_XP.042841318.1					
OG0032609																											Ptig_XP.042841325.1					
OG0032610																											Ptig_XP.042841331.1					
OG0032611																											Ptig_XP.042841333.1					
OG0032612																											Ptig_XP.042841334.1					
OG0032613																											Ptig_XP.042841337.1					
OG0032614																											Ptig_XP.042841486.1					
OG0032615																											Ptig_XP.042841489.1					
OG0032616																											Ptig_XP.042841537.1					
OG0032617																											Ptig_XP.042841554.1					
OG0032618																											Ptig_XP.042841876.1					
OG0032619																											Ptig_XP.042842076.1					
OG0032620																											Ptig_XP.042842187.1					
OG0032621																											Ptig_XP.042842527.1					
OG0032622																											Ptig_XP.042843127.1					
OG0032623																											Ptig_XP.042843309.1					
OG0032624																											Ptig_XP.042843453.1					
OG0032625																											Ptig_XP.042843454.1					
OG0032626																											Ptig_XP.042843510.1					
OG0032627																											Ptig_XP.042843518.1					
OG0032628																											Ptig_XP.042843530.1					
OG0032629																											Ptig_XP.042843541.1					
OG0032630																											Ptig_XP.042843549.1					
OG0032631																											Ptig_XP.042843555.1					
OG0032632																											Ptig_XP.042843556.1					
OG0032633																											Ptig_XP.042843560.1					
OG0032634																											Ptig_XP.042843585.1					
OG0032635																											Ptig_XP.042843663.1					
OG0032636																											Ptig_XP.042843679.1					
OG0032637																											Ptig_XP.042843689.1					
OG0032638																											Ptig_XP.042843691.1					
OG0032639																											Ptig_XP.042843692.1					
OG0032640																											Ptig_XP.042843696.1					
OG0032641																											Ptig_XP.042843720.1					
OG0032642																											Ptig_XP.042843736.1					
OG0032643																											Ptig_XP.042843752.1					
OG0032644																											Ptig_XP.042843837.1					
OG0032645																											Ptig_XP.042843882.1					
OG0032646																											Ptig_XP.042844151.1					
OG0032647																											Ptig_XP.042844185.1					
OG0032648																											Ptig_XP.042844661.1					
OG0032649																											Ptig_XP.042844748.1					
OG0032650																											Ptig_XP.042844920.1					
OG0032651																											Ptig_XP.042845000.1					
OG0032652																											Ptig_XP.042845045.1					
OG0032653																											Ptig_XP.042845056.1					
OG0032654																											Ptig_XP.042845142.1					
OG0032655																											Ptig_XP.042845144.1					
OG0032656																											Ptig_XP.042845148.1					
OG0032657																											Ptig_XP.042845149.1					
OG0032658																											Ptig_XP.042845171.1					
OG0032659																											Ptig_XP.042845173.1					
OG0032660																											Ptig_XP.042845177.1					
OG0032661																											Ptig_XP.042845200.1					
OG0032662																											Ptig_XP.042845203.1					
OG0032663																											Ptig_XP.042845213.1					
OG0032664																											Ptig_XP.042845215.1					
OG0032665																											Ptig_XP.042845217.1					
OG0032666																											Ptig_XP.042845218.1					
OG0032667																											Ptig_XP.042845392.1					
OG0032668																											Ptig_XP.042845461.1					
OG0032669																											Ptig_XP.042845934.1					
OG0032670																											Ptig_XP.042846647.1					
OG0032671																											Ptig_XP.042846670.1					
OG0032672																											Ptig_XP.042846728.1					
OG0032673																											Ptig_XP.042846804.1					
OG0032674																											Ptig_XP.042846812.1					
OG0032675																											Ptig_XP.042846837.1					
OG0032676																											Ptig_XP.042846933.1					
OG0032677																											Ptig_XP.042847611.1					
OG0032678																											Ptig_XP.042848190.1					
OG0032679																											Ptig_XP.042848499.1					
OG0032680																											Ptig_XP.042848605.1					
OG0032681																											Ptig_XP.042848778.1					
OG0032682																											Ptig_XP.042848890.1					
OG0032683																											Ptig_XP.042849299.1					
OG0032684																											Ptig_XP.042849467.1					
OG0032685																											Ptig_XP.042849529.1					
OG0032686																											Ptig_XP.042849574.1					
OG0032687																											Ptig_XP.042849592.1					
OG0032688																											Ptig_XP.042849599.1					
OG0032689																											Ptig_XP.042849615.1					
OG0032690																											Ptig_XP.042849618.1					
OG0032691																											Ptig_XP.042849635.1					
OG0032692																											Ptig_XP.042849638.1					
OG0032693																											Ptig_XP.042849646.1					
OG0032694																											Ptig_XP.042849648.1					
OG0032695																											Ptig_XP.042849649.1					
OG0032696																											Ptig_XP.042849655.1					
OG0032697																											Ptig_XP.042849659.1					
OG0032698																											Ptig_XP.042849704.1					
OG0032699																											Ptig_XP.042849771.1					
OG0032700																											Ptig_XP.042849772.1					
OG0032701																											Ptig_XP.042849775.1					
OG0032702																											Ptig_XP.042849790.1					
OG0032703																											Ptig_XP.042849793.1					
OG0032704																											Ptig_XP.042849805.1					
OG0032705																											Ptig_XP.042849806.1					
OG0032706																											Ptig_XP.042849831.1					
OG0032707																											Ptig_XP.042849835.1					
OG0032708																											Ptig_XP.042849836.1					
OG0032709																											Ptig_XP.042849841.1					
OG0032710																											Ptig_XP.042849858.1					
OG0032711																											Ptig_XP.042849864.1					
OG0032712																											Ptig_XP.042849924.1					
OG0032713																											Ptig_XP.042850181.1					
OG0032714																											Ptig_XP.042850265.1					
OG0032715																											Ptig_XP.042850296.1					
OG0032716																											Ptig_XP.042850478.1					
OG0032717																											Ptig_XP.042850988.1					
OG0032718																											Ptig_XP.042851470.1					
OG0032719																											Ptig_XP.042851883.1					
OG0032720																											Ptig_XP.042852196.1					
OG0032721																											Ptig_XP.042852239.1					
OG0032722																											Ptig_XP.042852451.1					
OG0032723																											Ptig_XP.042852506.1					
OG0032724																											Ptig_XP.042852594.1					
OG0032725																											Ptig_XP.042852724.1					
OG0032726																											Ptig_XP.042852725.1					
OG0032727																											Ptig_XP.042853037.1					
OG0032728																											Ptig_XP.042853172.1					
OG0032729																											Ptig_XP.042853206.1					
OG0032730																											Ptig_XP.042853248.1					
OG0032731																											Ptig_XP.042853287.1					
OG0032732																											Ptig_XP.042853306.1					
OG0032733																											Ptig_XP.042853478.1					
OG0032734																											Ptig_XP.042853842.1					
OG0032735																											Ptig_XP.042853988.1					
OG0032736																											Ptig_XP.042854007.1					
OG0032737																											Ptig_XP.042854233.1					
OG0032738																											Ptig_XP.042854245.1					
OG0032739																											Ptig_XP.042854252.1					
OG0032740																											Ptig_XP.042854254.1					
OG0032741																											Ptig_XP.042854257.1					
OG0032742																											Ptig_XP.042854259.1					
OG0032743																											Ptig_XP.042854269.1					
OG0032744																											Ptig_XP.042854277.1					
OG0032745																											Ptig_XP.042854279.1					
OG0032746																											Ptig_XP.042854281.1					
OG0032747																											Ptig_XP.042854288.1					
OG0032748																											Ptig_XP.042854290.1					
OG0032749																											Ptig_XP.042854292.1					
OG0032750																											Ptig_XP.042854296.1					
OG0032751																											Ptig_XP.042854299.1					
OG0032752																											Ptig_XP.042854301.1					
OG0032753																											Ptig_XP.042854465.1					
OG0032754																											Ptig_XP.042854474.1					
OG0032755																											Ptig_XP.042854562.1					
OG0032756																											Ptig_XP.042854641.1					
OG0032757																											Ptig_XP.042854646.1					
OG0032758																											Ptig_XP.042854704.1					
OG0032759																											Ptig_XP.042855026.1					
OG0032760																												Rfer_XP.032943003.1				
OG0032761																												Rfer_XP.032943071.1				
OG0032762																												Rfer_XP.032943075.1				
OG0032763																												Rfer_XP.032943968.1				
OG0032764																												Rfer_XP.032944144.1				
OG0032765																												Rfer_XP.032944146.1				
OG0032766																												Rfer_XP.032944147.1				
OG0032767																												Rfer_XP.032944152.1				
OG0032768																												Rfer_XP.032944804.1				
OG0032769																												Rfer_XP.032944832.1				
OG0032770																												Rfer_XP.032945096.1				
OG0032771																												Rfer_XP.032945129.1				
OG0032772																												Rfer_XP.032946037.1				
OG0032773																												Rfer_XP.032946038.1				
OG0032774																												Rfer_XP.032946050.1				
OG0032775																												Rfer_XP.032946051.1				
OG0032776																												Rfer_XP.032946054.1				
OG0032777																												Rfer_XP.032946062.1				
OG0032778																												Rfer_XP.032946282.1				
OG0032779																												Rfer_XP.032946583.1				
OG0032780																												Rfer_XP.032946728.1				
OG0032781																												Rfer_XP.032946735.1				
OG0032782																												Rfer_XP.032946840.1				
OG0032783																												Rfer_XP.032946963.1				
OG0032784																												Rfer_XP.032947105.1				
OG0032785																												Rfer_XP.032947222.1				
OG0032786																												Rfer_XP.032948394.1				
OG0032787																												Rfer_XP.032948514.1				
OG0032788																												Rfer_XP.032948518.1				
OG0032789																												Rfer_XP.032948521.1				
OG0032790																												Rfer_XP.032948530.1				
OG0032791																												Rfer_XP.032949028.1				
OG0032792																												Rfer_XP.032949153.1				
OG0032793																												Rfer_XP.032949189.1				
OG0032794																												Rfer_XP.032949194.1				
OG0032795																												Rfer_XP.032949321.1				
OG0032796																												Rfer_XP.032949333.1				
OG0032797																												Rfer_XP.032949335.1				
OG0032798																												Rfer_XP.032949354.1				
OG0032799																												Rfer_XP.032949355.1				
OG0032800																												Rfer_XP.032949357.1				
OG0032801																												Rfer_XP.032949452.1				
OG0032802																												Rfer_XP.032949807.1				
OG0032803																												Rfer_XP.032949808.1				
OG0032804																												Rfer_XP.032949837.1				
OG0032805																												Rfer_XP.032949847.1				
OG0032806																												Rfer_XP.032950078.1				
OG0032807																												Rfer_XP.032950274.1				
OG0032808																												Rfer_XP.032950342.1				
OG0032809																												Rfer_XP.032950441.1				
OG0032810																												Rfer_XP.032950756.1				
OG0032811																												Rfer_XP.032951081.1				
OG0032812																												Rfer_XP.032951339.1				
OG0032813																												Rfer_XP.032951432.1				
OG0032814																												Rfer_XP.032951700.1				
OG0032815																												Rfer_XP.032951770.1				
OG0032816																												Rfer_XP.032951936.1				
OG0032817																												Rfer_XP.032951939.1				
OG0032818																												Rfer_XP.032952456.1				
OG0032819																												Rfer_XP.032952538.1				
OG0032820																												Rfer_XP.032952829.1				
OG0032821																												Rfer_XP.032952836.1				
OG0032822																												Rfer_XP.032953231.1				
OG0032823																												Rfer_XP.032953372.1				
OG0032824																												Rfer_XP.032953402.1				
OG0032825																												Rfer_XP.032953443.1				
OG0032826																												Rfer_XP.032954130.1				
OG0032827																												Rfer_XP.032954284.1				
OG0032828																												Rfer_XP.032954304.1				
OG0032829																												Rfer_XP.032954308.1				
OG0032830																												Rfer_XP.032954312.1				
OG0032831																												Rfer_XP.032954495.1				
OG0032832																												Rfer_XP.032954512.1				
OG0032833																												Rfer_XP.032954513.1				
OG0032834																												Rfer_XP.032954531.1				
OG0032835																												Rfer_XP.032954541.1				
OG0032836																												Rfer_XP.032954544.1				
OG0032837																												Rfer_XP.032954714.1				
OG0032838																												Rfer_XP.032954718.1				
OG0032839																												Rfer_XP.032954942.1				
OG0032840																												Rfer_XP.032955037.1				
OG0032841																												Rfer_XP.032955044.1				
OG0032842																												Rfer_XP.032955217.1				
OG0032843																												Rfer_XP.032955249.1				
OG0032844																												Rfer_XP.032955255.1				
OG0032845																												Rfer_XP.032955258.1				
OG0032846																												Rfer_XP.032955335.1				
OG0032847																												Rfer_XP.032955438.1				
OG0032848																												Rfer_XP.032955618.1				
OG0032849																												Rfer_XP.032955657.1				
OG0032850																												Rfer_XP.032955765.1				
OG0032851																												Rfer_XP.032955846.1				
OG0032852																												Rfer_XP.032955860.1				
OG0032853																												Rfer_XP.032955898.1				
OG0032854																												Rfer_XP.032955964.1				
OG0032855																												Rfer_XP.032956079.1				
OG0032856																												Rfer_XP.032956256.1				
OG0032857																												Rfer_XP.032956519.1				
OG0032858																												Rfer_XP.032956575.1				
OG0032859																												Rfer_XP.032956753.1				
OG0032860																												Rfer_XP.032956819.1				
OG0032861																												Rfer_XP.032956894.1				
OG0032862																												Rfer_XP.032957027.1				
OG0032863																												Rfer_XP.032957690.1				
OG0032864																												Rfer_XP.032957879.1				
OG0032865																												Rfer_XP.032957893.1				
OG0032866																												Rfer_XP.032958005.1				
OG0032867																												Rfer_XP.032958006.1				
OG0032868																												Rfer_XP.032958041.1				
OG0032869																												Rfer_XP.032958051.1				
OG0032870																												Rfer_XP.032958554.1				
OG0032871																												Rfer_XP.032958944.1				
OG0032872																												Rfer_XP.032959029.1				
OG0032873																												Rfer_XP.032959035.1				
OG0032874																												Rfer_XP.032959170.1				
OG0032875																												Rfer_XP.032959190.1				
OG0032876																												Rfer_XP.032959197.1				
OG0032877																												Rfer_XP.032959379.1				
OG0032878																												Rfer_XP.032959432.1				
OG0032879																												Rfer_XP.032959725.1				
OG0032880																												Rfer_XP.032959807.1				
OG0032881																												Rfer_XP.032959911.1				
OG0032882																												Rfer_XP.032959916.1				
OG0032883																												Rfer_XP.032959933.1				
OG0032884																												Rfer_XP.032960038.1				
OG0032885																												Rfer_XP.032960158.1				
OG0032886																												Rfer_XP.032960571.1				
OG0032887																												Rfer_XP.032960654.1				
OG0032888																												Rfer_XP.032960741.1				
OG0032889																												Rfer_XP.032961329.1				
OG0032890																												Rfer_XP.032961402.1				
OG0032891																												Rfer_XP.032961646.1				
OG0032892																												Rfer_XP.032961649.1				
OG0032893																												Rfer_XP.032961656.1				
OG0032894																												Rfer_XP.032961665.1				
OG0032895																												Rfer_XP.032962528.1				
OG0032896																												Rfer_XP.032962590.1				
OG0032897																												Rfer_XP.032962595.1				
OG0032898																												Rfer_XP.032962629.1				
OG0032899																												Rfer_XP.032962742.1				
OG0032900																												Rfer_XP.032962837.1				
OG0032901																												Rfer_XP.032962898.1				
OG0032902																												Rfer_XP.032963274.1				
OG0032903																												Rfer_XP.032963432.1				
OG0032904																												Rfer_XP.032963500.1				
OG0032905																												Rfer_XP.032963506.1				
OG0032906																												Rfer_XP.032963623.1				
OG0032907																												Rfer_XP.032964252.1				
OG0032908																												Rfer_XP.032964725.1				
OG0032909																												Rfer_XP.032964818.1				
OG0032910																												Rfer_XP.032964910.1				
OG0032911																												Rfer_XP.032965904.1				
OG0032912																												Rfer_XP.032965905.1				
OG0032913																												Rfer_XP.032965909.1				
OG0032914																												Rfer_XP.032965910.1				
OG0032915																												Rfer_XP.032965911.1				
OG0032916																												Rfer_XP.032966127.1				
OG0032917																												Rfer_XP.032966302.1				
OG0032918																												Rfer_XP.032966305.1				
OG0032919																												Rfer_XP.032966338.1				
OG0032920																												Rfer_XP.032966730.1				
OG0032921																												Rfer_XP.032966747.1				
OG0032922																												Rfer_XP.032966783.1				
OG0032923																												Rfer_XP.032966797.1				
OG0032924																												Rfer_XP.032966986.1				
OG0032925																												Rfer_XP.032967183.1				
OG0032926																												Rfer_XP.032967355.1				
OG0032927																												Rfer_XP.032967358.1				
OG0032928																												Rfer_XP.032967364.1				
OG0032929																												Rfer_XP.032967366.1				
OG0032930																												Rfer_XP.032967529.1				
OG0032931																												Rfer_XP.032967556.1				
OG0032932																												Rfer_XP.032967583.1				
OG0032933																												Rfer_XP.032967989.1				
OG0032934																												Rfer_XP.032968054.1				
OG0032935																												Rfer_XP.032968163.1				
OG0032936																												Rfer_XP.032968397.1				
OG0032937																												Rfer_XP.032968402.1				
OG0032938																												Rfer_XP.032968970.1				
OG0032939																												Rfer_XP.032969259.1				
OG0032940																												Rfer_XP.032969345.1				
OG0032941																												Rfer_XP.032969420.1				
OG0032942																												Rfer_XP.032969556.1				
OG0032943																												Rfer_XP.032969587.1				
OG0032944																												Rfer_XP.032969590.1				
OG0032945																												Rfer_XP.032969595.1				
OG0032946																												Rfer_XP.032969612.1				
OG0032947																												Rfer_XP.032969695.1				
OG0032948																												Rfer_XP.032969701.1				
OG0032949																												Rfer_XP.032969892.1				
OG0032950																												Rfer_XP.032970373.1				
OG0032951																												Rfer_XP.032970377.1				
OG0032952																												Rfer_XP.032970387.1				
OG0032953																												Rfer_XP.032970398.1				
OG0032954																												Rfer_XP.032970400.1				
OG0032955																												Rfer_XP.032970404.1				
OG0032956																												Rfer_XP.032970845.1				
OG0032957																												Rfer_XP.032970871.1				
OG0032958																												Rfer_XP.032970884.1				
OG0032959																												Rfer_XP.032971408.1				
OG0032960																												Rfer_XP.032971714.1				
OG0032961																												Rfer_XP.032972400.1				
OG0032962																												Rfer_XP.032972487.1				
OG0032963																												Rfer_XP.032972489.1				
OG0032964																												Rfer_XP.032972605.1				
OG0032965																												Rfer_XP.032972913.1				
OG0032966																												Rfer_XP.032973160.1				
OG0032967																												Rfer_XP.032973387.1				
OG0032968																												Rfer_XP.032973393.1				
OG0032969																												Rfer_XP.032973525.1				
OG0032970																												Rfer_XP.032973548.1				
OG0032971																												Rfer_XP.032973551.1				
OG0032972																												Rfer_XP.032973582.1				
OG0032973																												Rfer_XP.032973585.1				
OG0032974																												Rfer_XP.032973593.1				
OG0032975																												Rfer_XP.032973597.1				
OG0032976																												Rfer_XP.032973865.1				
OG0032977																												Rfer_XP.032974095.1				
OG0032978																												Rfer_XP.032974487.1				
OG0032979																												Rfer_XP.032974789.1				
OG0032980																												Rfer_XP.032974863.1				
OG0032981																												Rfer_XP.032975074.1				
OG0032982																												Rfer_XP.032975594.1				
OG0032983																												Rfer_XP.032975831.1				
OG0032984																												Rfer_XP.032976319.1				
OG0032985																												Rfer_XP.032976401.1				
OG0032986																												Rfer_XP.032976620.1				
OG0032987																												Rfer_XP.032977011.1				
OG0032988																												Rfer_XP.032977115.1				
OG0032989																												Rfer_XP.032977159.1				
OG0032990																												Rfer_XP.032977596.1				
OG0032991																												Rfer_XP.032977896.1				
OG0032992																												Rfer_XP.032977897.1				
OG0032993																												Rfer_XP.032977905.1				
OG0032994																												Rfer_XP.032977928.1				
OG0032995																												Rfer_XP.032977946.1				
OG0032996																												Rfer_XP.032977948.1				
OG0032997																												Rfer_XP.032977965.1				
OG0032998																												Rfer_XP.032978971.1				
OG0032999																												Rfer_XP.032979006.1				
OG0033000																												Rfer_XP.032979615.1				
OG0033001																												Rfer_XP.032979834.1				
OG0033002																												Rfer_XP.032979883.1				
OG0033003																												Rfer_XP.032979989.1				
OG0033004																												Rfer_XP.032980058.1				
OG0033005																												Rfer_XP.032980170.1				
OG0033006																												Rfer_XP.032980240.1				
OG0033007																												Rfer_XP.032980293.1				
OG0033008																												Rfer_XP.032980327.1				
OG0033009																												Rfer_XP.032980542.1				
OG0033010																												Rfer_XP.032980578.1				
OG0033011																												Rfer_XP.032980655.1				
OG0033012																												Rfer_XP.032980765.1				
OG0033013																												Rfer_XP.032981029.1				
OG0033014																												Rfer_XP.032981079.1				
OG0033015																												Rfer_XP.032981260.1				
OG0033016																												Rfer_XP.032981324.1				
OG0033017																												Rfer_XP.032982228.1				
OG0033018																												Rfer_XP.032982339.1				
OG0033019																												Rfer_XP.032982962.1				
OG0033020																												Rfer_XP.032983199.1				
OG0033021																												Rfer_XP.032983229.1				
OG0033022																												Rfer_XP.032983693.1				
OG0033023																												Rfer_XP.032983877.1				
OG0033024																												Rfer_XP.032983904.1				
OG0033025																												Rfer_XP.032984798.1				
OG0033026																												Rfer_XP.032985186.1				
OG0033027																												Rfer_XP.032985193.1				
OG0033028																												Rfer_XP.032985404.1				
OG0033029																												Rfer_XP.032985870.1				
OG0033030																												Rfer_XP.032985871.1				
OG0033031																												Rfer_XP.032986275.1				
OG0033032																												Rfer_XP.032986958.1				
OG0033033																												Rfer_XP.032986965.1				
OG0033034																												Rfer_XP.032987289.1				
OG0033035																												Rfer_XP.032987657.1				
OG0033036																												Rfer_XP.032987663.1				
OG0033037																												Rfer_XP.032987667.1				
OG0033038																												Rfer_XP.032988566.1				
OG0033039																												Rfer_XP.032988636.1				
OG0033040																												Rfer_XP.032988737.1				
OG0033041																												Rfer_XP.032988757.1				
OG0033042																												Rfer_XP.032988863.1				
OG0033043																												Rfer_XP.032990803.1				
OG0033044																												Rfer_XP.032990888.1				
OG0033045																												Rfer_XP.032991177.1				
OG0033046																												Rfer_XP.032991296.1				
OG0033047																												Rfer_XP.032991297.1				
OG0033048																												Rfer_XP.032991326.1				
OG0033049																												Rfer_XP.032991348.1				
OG0033050																												Rfer_XP.032991368.1				
OG0033051																												Rfer_XP.032991450.1				
OG0033052																												Rfer_XP.032991466.1				
OG0033053																												Rfer_XP.032991468.1				
OG0033054																												Rfer_XP.032991488.1				
