Orthogroup	Dalb_protein_noIso	Dana_protein_noIso	Dari_protein_noIso	Dbip_protein_noIso	Dbus_protein_noIso	Dele_protein_noIso	Dere_protein_noIso	Dgri_protein_noIso	Dhyd_protein_noIso	Dkik_protein_noIso	Dmel_protein_noIso	Dmir_protein_noIso	Dpse_protein_noIso	Dsec_protein_noIso	Dser_protein_noIso	Dsuz_protein_noIso	Dwil_protein_noIso
OG0017322														Dsec_XP.032577562.1			
OG0017323														Dsec_XP.032577767.1			
OG0017324														Dsec_XP.032577834.1			
OG0017325														Dsec_XP.032578016.1			
OG0017326														Dsec_XP.032578412.1			
OG0017327														Dsec_XP.032578579.1			
OG0017328														Dsec_XP.032578657.1			
OG0017329														Dsec_XP.032578726.1			
OG0017330														Dsec_XP.032578977.1			
OG0017331														Dsec_XP.032579009.1			
OG0017332														Dsec_XP.032579202.1			
OG0017333														Dsec_XP.032579260.1			
OG0017334														Dsec_XP.032579796.1			
OG0017335														Dsec_XP.032580382.1			
OG0017336														Dsec_XP.032580738.1			
OG0017337														Dsec_XP.032580968.1			
OG0017338														Dsec_XP.032580992.1			
OG0017339														Dsec_XP.032580996.1			
OG0017340														Dsec_XP.032581075.1			
OG0017341														Dsec_XP.032581115.1			
OG0017342														Dsec_XP.032581268.1			
OG0017343														Dsec_XP.032581309.1			
OG0017344														Dsec_XP.032581334.1			
OG0017345														Dsec_XP.032581349.1			
OG0017346														Dsec_XP.032581514.1			
OG0017347														Dsec_XP.032581737.1			
OG0017348														Dsec_XP.032581773.1			
OG0017349														Dsec_XP.032581912.1			
OG0017350														Dsec_XP.032582378.1			
OG0017351														Dsec_XP.032582406.1			
OG0017352														Dsec_XP.032582603.1			
OG0017353														Dsec_XP.032582921.1			
OG0017354														Dsec_XP.032583116.1			
OG0017355														Dsec_XP.032583258.1			
OG0017356														Dsec_XP.032583272.1			
OG0017357														Dsec_XP.032583489.1			
OG0017358														Dsec_XP.032583491.1			
OG0017359															Dser_XP.020797894.1		
OG0017360															Dser_XP.020797930.1		
OG0017361															Dser_XP.020797990.1		
OG0017362															Dser_XP.020797991.1		
OG0017363															Dser_XP.020798173.1		
OG0017364															Dser_XP.020798590.1		
OG0017365															Dser_XP.020798919.1		
OG0017366															Dser_XP.020799355.1		
OG0017367															Dser_XP.020799567.1		
OG0017368															Dser_XP.020800054.1		
OG0017369															Dser_XP.020800374.1		
OG0017370															Dser_XP.020800445.1		
OG0017371															Dser_XP.020800518.1		
OG0017372															Dser_XP.020800580.1		
OG0017373															Dser_XP.020800694.1		
OG0017374															Dser_XP.020800725.1		
OG0017375															Dser_XP.020800746.1		
OG0017376															Dser_XP.020800838.1		
OG0017377															Dser_XP.020801174.1		
OG0017378															Dser_XP.020801580.1		
OG0017379															Dser_XP.020801582.1		
OG0017380															Dser_XP.020801694.1		
OG0017381															Dser_XP.020801908.1		
OG0017382															Dser_XP.020801954.1		
OG0017383															Dser_XP.020802175.1		
OG0017384															Dser_XP.020802176.1		
OG0017385															Dser_XP.020802220.1		
OG0017386															Dser_XP.020802487.1		
OG0017387															Dser_XP.020802578.1		
OG0017388															Dser_XP.020802649.1		
OG0017389															Dser_XP.020802778.1		
OG0017390															Dser_XP.020802843.1		
OG0017391															Dser_XP.020802850.1		
OG0017392															Dser_XP.020803042.1		
OG0017393															Dser_XP.020803119.1		
OG0017394															Dser_XP.020803174.1		
OG0017395															Dser_XP.020803242.1		
OG0017396															Dser_XP.020803246.1		
OG0017397															Dser_XP.020803456.1		
OG0017398															Dser_XP.020803525.1		
OG0017399															Dser_XP.020803533.1		
OG0017400															Dser_XP.020803555.1		
OG0017401															Dser_XP.020803592.1		
OG0017402															Dser_XP.020803672.1		
OG0017403															Dser_XP.020803747.1		
OG0017404															Dser_XP.020803755.1		
OG0017405															Dser_XP.020803756.1		
OG0017406															Dser_XP.020803834.1		
OG0017407															Dser_XP.020803854.1		
OG0017408															Dser_XP.020803869.1		
OG0017409															Dser_XP.020803883.1		
OG0017410															Dser_XP.020803894.1		
OG0017411															Dser_XP.020803908.1		
OG0017412															Dser_XP.020804008.1		
OG0017413															Dser_XP.020804020.1		
OG0017414															Dser_XP.020804034.1		
OG0017415															Dser_XP.020804803.1		
OG0017416															Dser_XP.020805360.1		
OG0017417															Dser_XP.020805530.1		
OG0017418															Dser_XP.020805550.1		
OG0017419															Dser_XP.020805600.1		
OG0017420															Dser_XP.020805610.1		
OG0017421															Dser_XP.020805662.1		
OG0017422															Dser_XP.020805833.1		
OG0017423															Dser_XP.020806122.1		
OG0017424															Dser_XP.020806123.1		
OG0017425															Dser_XP.020806132.1		
OG0017426															Dser_XP.020806134.1		
OG0017427															Dser_XP.020806136.1		
OG0017428															Dser_XP.020806176.1		
OG0017429															Dser_XP.020806196.1		
OG0017430															Dser_XP.020806208.1		
OG0017431															Dser_XP.020806214.1		
OG0017432															Dser_XP.020806238.1		
OG0017433															Dser_XP.020806271.1		
OG0017434															Dser_XP.020806372.1		
OG0017435															Dser_XP.020806384.1		
OG0017436															Dser_XP.020806398.1		
OG0017437															Dser_XP.020806477.1		
OG0017438															Dser_XP.020806559.1		
OG0017439															Dser_XP.020806575.1		
OG0017440															Dser_XP.020806705.1		
OG0017441															Dser_XP.020807075.1		
OG0017442															Dser_XP.020807375.1		
OG0017443															Dser_XP.020807450.1		
OG0017444															Dser_XP.020807452.1		
OG0017445															Dser_XP.020807453.1		
OG0017446															Dser_XP.020807546.1		
OG0017447															Dser_XP.020807686.1		
OG0017448															Dser_XP.020807737.1		
OG0017449															Dser_XP.020807794.1		
OG0017450															Dser_XP.020807820.1		
OG0017451															Dser_XP.020807914.1		
OG0017452															Dser_XP.020807982.1		
OG0017453															Dser_XP.020808222.1		
OG0017454															Dser_XP.020808252.1		
OG0017455															Dser_XP.020808309.1		
OG0017456															Dser_XP.020808370.1		
OG0017457															Dser_XP.020808447.1		
OG0017458															Dser_XP.020808464.1		
OG0017459															Dser_XP.020808558.1		
OG0017460															Dser_XP.020808619.1		
OG0017461															Dser_XP.020808636.1		
OG0017462															Dser_XP.020808760.1		
OG0017463															Dser_XP.020809122.1		
OG0017464															Dser_XP.020809274.1		
OG0017465															Dser_XP.020809494.1		
OG0017466															Dser_XP.020809927.1		
OG0017467															Dser_XP.020810100.1		
OG0017468															Dser_XP.020810134.1		
OG0017469															Dser_XP.020810594.1		
OG0017470															Dser_XP.020811549.1		
OG0017471															Dser_XP.020811841.1		
OG0017472															Dser_XP.020811961.1		
OG0017473															Dser_XP.020811978.1		
OG0017474															Dser_XP.020812017.1		
OG0017475															Dser_XP.020812064.1		
OG0017476															Dser_XP.020812076.1		
OG0017477															Dser_XP.020812088.1		
OG0017478															Dser_XP.020812234.1		
OG0017479															Dser_XP.020812368.1		
OG0017480															Dser_XP.020812401.1		
OG0017481															Dser_XP.020812418.1		
OG0017482															Dser_XP.020812437.1		
OG0017483															Dser_XP.020812522.1		
OG0017484															Dser_XP.020813072.1		
OG0017485															Dser_XP.020813243.1		
OG0017486															Dser_XP.020813254.1		
OG0017487															Dser_XP.020813263.1		
OG0017488															Dser_XP.020813810.1		
OG0017489															Dser_XP.020813963.1		
OG0017490															Dser_XP.020814706.1		
OG0017491															Dser_XP.020814725.1		
OG0017492															Dser_XP.020814840.1		
OG0017493															Dser_XP.020814851.1		
OG0017494															Dser_XP.020815301.1		
OG0017495															Dser_XP.020815343.1		
OG0017496															Dser_XP.020815620.1		
OG0017497															Dser_XP.020815990.1		
OG0017498															Dser_XP.020816023.1		
OG0017499															Dser_XP.020816117.1		
OG0017500															Dser_XP.020816312.1		
OG0017501															Dser_XP.020816357.1		
OG0017502															Dser_XP.020816781.1		
OG0017503															Dser_XP.020816872.1		
OG0017504															Dser_XP.020817457.1		
OG0017505															Dser_XP.020817862.1		
OG0017506															Dser_XP.020817960.1		
OG0017507															Dser_XP.020818132.1		
OG0017508															Dser_XP.020818229.1		
OG0017509															Dser_XP.020818307.1		
OG0017510																Dsuz_XP.016923064.1	
OG0017511																Dsuz_XP.016923688.1	
OG0017512																Dsuz_XP.016924169.2	
OG0017513																Dsuz_XP.016924860.1	
OG0017514																Dsuz_XP.016924952.2	
OG0017515																Dsuz_XP.016925348.2	
OG0017516																Dsuz_XP.016925569.1	
OG0017517																Dsuz_XP.016926456.2	
OG0017518																Dsuz_XP.016927178.2	
OG0017519																Dsuz_XP.016927429.1	
OG0017520																Dsuz_XP.016927437.1	
OG0017521																Dsuz_XP.016927455.1	
OG0017522																Dsuz_XP.016927505.1	
OG0017523																Dsuz_XP.016927549.1	
OG0017524																Dsuz_XP.016927612.1	
OG0017525																Dsuz_XP.016927983.1	
OG0017526																Dsuz_XP.016928003.1	
OG0017527																Dsuz_XP.016930142.1	
OG0017528																Dsuz_XP.016930278.1	
OG0017529																Dsuz_XP.016930745.1	
OG0017530																Dsuz_XP.016931375.1	
OG0017531																Dsuz_XP.016931658.1	
OG0017532																Dsuz_XP.016931934.2	
OG0017533																Dsuz_XP.016932117.1	
OG0017534																Dsuz_XP.016932275.1	
OG0017535																Dsuz_XP.016932614.1	
OG0017536																Dsuz_XP.016932658.2	
OG0017537																Dsuz_XP.016932790.1	
OG0017538																Dsuz_XP.016932993.1	
OG0017539																Dsuz_XP.016933089.1	
OG0017540																Dsuz_XP.016933494.1	
OG0017541																Dsuz_XP.016933606.1	
OG0017542																Dsuz_XP.016933713.1	
OG0017543																Dsuz_XP.016934000.1	
OG0017544																Dsuz_XP.016934357.1	
OG0017545																Dsuz_XP.016934919.1	
OG0017546																Dsuz_XP.016935242.2	
OG0017547																Dsuz_XP.016935293.2	
OG0017548																Dsuz_XP.016935416.2	
OG0017549																Dsuz_XP.016935440.1	
OG0017550																Dsuz_XP.016935800.2	
OG0017551																Dsuz_XP.016935823.1	
OG0017552																Dsuz_XP.016936931.1	
OG0017553																Dsuz_XP.016937014.1	
OG0017554																Dsuz_XP.016937027.1	
OG0017555																Dsuz_XP.016937045.2	
OG0017556																Dsuz_XP.016937382.2	
OG0017557																Dsuz_XP.016937675.1	
OG0017558																Dsuz_XP.016937837.1	
OG0017559																Dsuz_XP.016937935.2	
OG0017560																Dsuz_XP.016938455.2	
OG0017561																Dsuz_XP.016938597.2	
OG0017562																Dsuz_XP.016938653.1	
OG0017563																Dsuz_XP.016938766.1	
OG0017564																Dsuz_XP.016938822.1	
OG0017565																Dsuz_XP.016938907.2	
OG0017566																Dsuz_XP.016938908.1	
OG0017567																Dsuz_XP.016938910.1	
OG0017568																Dsuz_XP.016939372.1	
OG0017569																Dsuz_XP.016939469.1	
OG0017570																Dsuz_XP.016939781.2	
OG0017571																Dsuz_XP.016940154.1	
OG0017572																Dsuz_XP.016940317.1	
OG0017573																Dsuz_XP.016941286.1	
OG0017574																Dsuz_XP.016941532.1	
OG0017575																Dsuz_XP.016941836.1	
OG0017576																Dsuz_XP.016942519.2	
OG0017577																Dsuz_XP.016942886.1	
OG0017578																Dsuz_XP.016943136.1	
OG0017579																Dsuz_XP.016943779.1	
OG0017580																Dsuz_XP.016943882.2	
OG0017581																Dsuz_XP.016944449.2	
OG0017582																Dsuz_XP.016944675.1	
OG0017583																Dsuz_XP.016945311.1	
OG0017584																Dsuz_XP.016946116.1	
OG0017585																Dsuz_XP.016946126.1	
OG0017586																Dsuz_XP.036668646.1	
OG0017587																Dsuz_XP.036668655.1	
OG0017588																Dsuz_XP.036668707.1	
OG0017589																Dsuz_XP.036668719.1	
OG0017590																Dsuz_XP.036668722.1	
OG0017591																Dsuz_XP.036668795.1	
OG0017592																Dsuz_XP.036668832.1	
OG0017593																Dsuz_XP.036668833.1	
OG0017594																Dsuz_XP.036668846.1	
OG0017595																Dsuz_XP.036668850.1	
OG0017596																Dsuz_XP.036668868.1	
OG0017597																Dsuz_XP.036668948.1	
OG0017598																Dsuz_XP.036668953.1	
OG0017599																Dsuz_XP.036668975.1	
OG0017600																Dsuz_XP.036668976.1	
OG0017601																Dsuz_XP.036669035.1	
OG0017602																Dsuz_XP.036669038.1	
OG0017603																Dsuz_XP.036669391.1	
OG0017604																Dsuz_XP.036669396.1	
OG0017605																Dsuz_XP.036669417.1	
OG0017606																Dsuz_XP.036669690.1	
OG0017607																Dsuz_XP.036669734.1	
OG0017608																Dsuz_XP.036669777.1	
OG0017609																Dsuz_XP.036669815.1	
OG0017610																Dsuz_XP.036669818.1	
OG0017611																Dsuz_XP.036669821.1	
OG0017612																Dsuz_XP.036669822.1	
OG0017613																Dsuz_XP.036669850.1	
OG0017614																Dsuz_XP.036669903.1	
OG0017615																Dsuz_XP.036669921.1	
OG0017616																Dsuz_XP.036669935.1	
OG0017617																Dsuz_XP.036669968.1	
OG0017618																Dsuz_XP.036670065.1	
OG0017619																Dsuz_XP.036670137.1	
OG0017620																Dsuz_XP.036670299.1	
OG0017621																Dsuz_XP.036670300.1	
OG0017622																Dsuz_XP.036670306.1	
OG0017623																Dsuz_XP.036670341.1	
OG0017624																Dsuz_XP.036670347.1	
OG0017625																Dsuz_XP.036670444.1	
OG0017626																Dsuz_XP.036670445.1	
OG0017627																Dsuz_XP.036670446.1	
OG0017628																Dsuz_XP.036670560.1	
OG0017629																Dsuz_XP.036670900.1	
OG0017630																Dsuz_XP.036671187.1	
OG0017631																Dsuz_XP.036671206.1	
OG0017632																Dsuz_XP.036671358.1	
OG0017633																Dsuz_XP.036671557.1	
OG0017634																Dsuz_XP.036671558.1	
OG0017635																Dsuz_XP.036671601.1	
OG0017636																Dsuz_XP.036671660.1	
OG0017637																Dsuz_XP.036671827.1	
OG0017638																Dsuz_XP.036672072.1	
OG0017639																Dsuz_XP.036672226.1	
OG0017640																Dsuz_XP.036672236.1	
OG0017641																Dsuz_XP.036672341.1	
OG0017642																Dsuz_XP.036672342.1	
OG0017643																Dsuz_XP.036672407.1	
OG0017644																Dsuz_XP.036672598.1	
OG0017645																Dsuz_XP.036672749.1	
OG0017646																Dsuz_XP.036672909.1	
OG0017647																Dsuz_XP.036672926.1	
OG0017648																Dsuz_XP.036673081.1	
OG0017649																Dsuz_XP.036673106.1	
OG0017650																Dsuz_XP.036673175.1	
OG0017651																Dsuz_XP.036673200.1	
OG0017652																Dsuz_XP.036673290.1	
OG0017653																Dsuz_XP.036673632.1	
OG0017654																Dsuz_XP.036673655.1	
OG0017655																Dsuz_XP.036673747.1	
OG0017656																Dsuz_XP.036673779.1	
OG0017657																Dsuz_XP.036673824.1	
OG0017658																Dsuz_XP.036673837.1	
OG0017659																Dsuz_XP.036674007.1	
OG0017660																Dsuz_XP.036674291.1	
OG0017661																Dsuz_XP.036674310.1	
OG0017662																Dsuz_XP.036674323.1	
OG0017663																Dsuz_XP.036674337.1	
OG0017664																Dsuz_XP.036674345.1	
OG0017665																Dsuz_XP.036674351.1	
OG0017666																Dsuz_XP.036674389.1	
OG0017667																Dsuz_XP.036674456.1	
OG0017668																Dsuz_XP.036674622.1	
OG0017669																Dsuz_XP.036674696.1	
OG0017670																Dsuz_XP.036675056.1	
OG0017671																Dsuz_XP.036675297.1	
OG0017672																Dsuz_XP.036675461.1	
OG0017673																Dsuz_XP.036675575.1	
OG0017674																Dsuz_XP.036675776.1	
OG0017675																Dsuz_XP.036675783.1	
OG0017676																Dsuz_XP.036675811.1	
OG0017677																Dsuz_XP.036675841.1	
OG0017678																Dsuz_XP.036675937.1	
OG0017679																Dsuz_XP.036676046.1	
OG0017680																Dsuz_XP.036676058.1	
OG0017681																Dsuz_XP.036676063.1	
OG0017682																Dsuz_XP.036676072.1	
OG0017683																Dsuz_XP.036676194.1	
OG0017684																Dsuz_XP.036676214.1	
OG0017685																Dsuz_XP.036676341.1	
OG0017686																Dsuz_XP.036676359.1	
OG0017687																Dsuz_XP.036676375.1	
OG0017688																Dsuz_XP.036676495.1	
OG0017689																Dsuz_XP.036676590.1	
OG0017690																Dsuz_XP.036677037.1	
OG0017691																Dsuz_XP.036677047.1	
OG0017692																Dsuz_XP.036677079.1	
OG0017693																Dsuz_XP.036677086.1	
OG0017694																Dsuz_XP.036677203.1	
OG0017695																Dsuz_XP.036677228.1	
OG0017696																Dsuz_XP.036677351.1	
OG0017697																Dsuz_XP.036677382.1	
OG0017698																Dsuz_XP.036677429.1	
OG0017699																Dsuz_XP.036677432.1	
OG0017700																Dsuz_XP.036677456.1	
OG0017701																Dsuz_XP.036677478.1	
OG0017702																Dsuz_XP.036677480.1	
OG0017703																Dsuz_XP.036677483.1	
OG0017704																Dsuz_XP.036677589.1	
OG0017705																Dsuz_XP.036677637.1	
OG0017706																Dsuz_XP.036677651.1	
OG0017707																Dsuz_XP.036677664.1	
OG0017708																Dsuz_XP.036677728.1	
OG0017709																Dsuz_XP.036677747.1	
OG0017710																Dsuz_XP.036677787.1	
OG0017711																Dsuz_XP.036677824.1	
OG0017712																Dsuz_XP.036677868.1	
OG0017713																Dsuz_XP.036677922.1	
OG0017714																Dsuz_XP.036677924.1	
OG0017715																Dsuz_XP.036677986.1	
OG0017716																Dsuz_XP.036678001.1	
OG0017717																Dsuz_XP.036678005.1	
OG0017718																Dsuz_XP.036678119.1	
OG0017719																Dsuz_XP.036678127.1	
OG0017720																Dsuz_XP.036678165.1	
OG0017721																Dsuz_XP.036678180.1	
OG0017722																Dsuz_XP.036678210.1	
OG0017723																Dsuz_XP.036678219.1	
OG0017724																Dsuz_XP.036678422.1	
OG0017725																Dsuz_XP.036678429.1	
OG0017726																Dsuz_XP.036678477.1	
OG0017727																Dsuz_XP.036678525.1	
OG0017728																Dsuz_XP.036678529.1	
OG0017729																Dsuz_XP.036678569.1	
OG0017730																Dsuz_XP.036678652.1	
OG0017731																Dsuz_XP.036678683.1	
OG0017732																Dsuz_XP.036678693.1	
OG0017733																	Dwil_XP.002061485.1
OG0017734																	Dwil_XP.002061804.2
OG0017735																	Dwil_XP.002061886.1
OG0017736																	Dwil_XP.002062217.1
OG0017737																	Dwil_XP.002062245.3
OG0017738																	Dwil_XP.002062273.3
OG0017739																	Dwil_XP.002062370.1
OG0017740																	Dwil_XP.002062657.3
OG0017741																	Dwil_XP.002062724.2
OG0017742																	Dwil_XP.002062959.1
OG0017743																	Dwil_XP.002063155.1
OG0017744																	Dwil_XP.002063240.1
OG0017745																	Dwil_XP.002063847.1
OG0017746																	Dwil_XP.002063863.1
OG0017747																	Dwil_XP.002064183.1
OG0017748																	Dwil_XP.002064222.3
OG0017749																	Dwil_XP.002064327.2
OG0017750																	Dwil_XP.002064331.1
OG0017751																	Dwil_XP.002065399.1
OG0017752																	Dwil_XP.002065550.2
OG0017753																	Dwil_XP.002065699.3
OG0017754																	Dwil_XP.002065765.2
OG0017755																	Dwil_XP.002065983.1
OG0017756																	Dwil_XP.002066062.2
OG0017757																	Dwil_XP.002066443.2
OG0017758																	Dwil_XP.002066461.1
OG0017759																	Dwil_XP.002066467.1
OG0017760																	Dwil_XP.002066698.2
OG0017761																	Dwil_XP.002067276.1
OG0017762																	Dwil_XP.002067303.2
OG0017763																	Dwil_XP.002067543.1
OG0017764																	Dwil_XP.002068388.2
OG0017765																	Dwil_XP.002068554.3
OG0017766																	Dwil_XP.002068559.1
OG0017767																	Dwil_XP.002068725.2
OG0017768																	Dwil_XP.002069215.2
OG0017769																	Dwil_XP.002069551.1
OG0017770																	Dwil_XP.002069768.3
OG0017771																	Dwil_XP.002070116.1
OG0017772																	Dwil_XP.002070474.1
OG0017773																	Dwil_XP.002070564.2
OG0017774																	Dwil_XP.002070633.2
OG0017775																	Dwil_XP.002070875.1
OG0017776																	Dwil_XP.002070947.1
OG0017777																	Dwil_XP.002071005.1
OG0017778																	Dwil_XP.002071043.2
OG0017779																	Dwil_XP.002071160.1
OG0017780																	Dwil_XP.002071827.2
OG0017781																	Dwil_XP.002072372.1
OG0017782																	Dwil_XP.002072933.3
OG0017783																	Dwil_XP.002074628.1
OG0017784																	Dwil_XP.002074643.2
OG0017785																	Dwil_XP.002074723.1
OG0017786																	Dwil_XP.002074940.1
OG0017787																	Dwil_XP.002075285.2
OG0017788																	Dwil_XP.002075445.1
OG0017789																	Dwil_XP.002075449.1
OG0017790																	Dwil_XP.002075856.2
OG0017791																	Dwil_XP.015031842.1
OG0017792																	Dwil_XP.015031873.2
OG0017793																	Dwil_XP.015032049.1
OG0017794																	Dwil_XP.015032589.1
OG0017795																	Dwil_XP.015032751.1
OG0017796																	Dwil_XP.015032956.1
OG0017797																	Dwil_XP.015032998.1
OG0017798																	Dwil_XP.015033002.3
OG0017799																	Dwil_XP.015033194.1
OG0017800																	Dwil_XP.015033246.1
OG0017801																	Dwil_XP.015033331.1
OG0017802																	Dwil_XP.015033336.1
OG0017803																	Dwil_XP.015033860.1
OG0017804																	Dwil_XP.015033906.1
OG0017805																	Dwil_XP.015033954.1
OG0017806																	Dwil_XP.015033966.3
OG0017807																	Dwil_XP.015033968.1
OG0017808																	Dwil_XP.015033990.2
OG0017809																	Dwil_XP.015034393.3
OG0017810																	Dwil_XP.015034618.2
OG0017811																	Dwil_XP.015034767.1
OG0017812																	Dwil_XP.015034782.2
OG0017813																	Dwil_XP.015034883.2
OG0017814																	Dwil_XP.023030565.2
OG0017815																	Dwil_XP.023030600.2
OG0017816																	Dwil_XP.023030636.2
OG0017817																	Dwil_XP.023030643.1
OG0017818																	Dwil_XP.023030831.1
OG0017819																	Dwil_XP.023030853.1
OG0017820																	Dwil_XP.023030872.1
OG0017821																	Dwil_XP.023031091.1
OG0017822																	Dwil_XP.023031101.1
OG0017823																	Dwil_XP.023031107.1
OG0017824																	Dwil_XP.023031155.1
OG0017825																	Dwil_XP.023031282.1
OG0017826																	Dwil_XP.023031295.1
OG0017827																	Dwil_XP.023031366.1
OG0017828																	Dwil_XP.023031426.1
OG0017829																	Dwil_XP.023031450.1
OG0017830																	Dwil_XP.023031526.1
OG0017831																	Dwil_XP.023031530.2
OG0017832																	Dwil_XP.023031571.1
OG0017833																	Dwil_XP.023031597.1
OG0017834																	Dwil_XP.023031612.1
OG0017835																	Dwil_XP.023031695.2
OG0017836																	Dwil_XP.023031716.1
OG0017837																	Dwil_XP.023031719.1
OG0017838																	Dwil_XP.023031723.1
OG0017839																	Dwil_XP.023031735.1
OG0017840																	Dwil_XP.023031768.1
OG0017841																	Dwil_XP.023031777.1
OG0017842																	Dwil_XP.023031795.1
OG0017843																	Dwil_XP.023031947.1
OG0017844																	Dwil_XP.023032002.1
OG0017845																	Dwil_XP.023032123.2
OG0017846																	Dwil_XP.023032170.1
OG0017847																	Dwil_XP.023032176.1
OG0017848																	Dwil_XP.023032280.2
OG0017849																	Dwil_XP.023032350.1
OG0017850																	Dwil_XP.023032474.1
OG0017851																	Dwil_XP.023032499.1
OG0017852																	Dwil_XP.023032748.2
OG0017853																	Dwil_XP.023032757.1
OG0017854																	Dwil_XP.023032799.1
OG0017855																	Dwil_XP.023032803.1
OG0017856																	Dwil_XP.023032809.2
OG0017857																	Dwil_XP.023032851.2
OG0017858																	Dwil_XP.023032896.2
OG0017859																	Dwil_XP.023032988.1
OG0017860																	Dwil_XP.023033014.1
OG0017861																	Dwil_XP.023033232.1
OG0017862																	Dwil_XP.023033238.1
OG0017863																	Dwil_XP.023033247.1
OG0017864																	Dwil_XP.023033263.2
OG0017865																	Dwil_XP.023033301.1
OG0017866																	Dwil_XP.023033303.2
OG0017867																	Dwil_XP.023033385.1
OG0017868																	Dwil_XP.023033528.1
OG0017869																	Dwil_XP.023033551.2
OG0017870																	Dwil_XP.023033584.1
OG0017871																	Dwil_XP.023033624.2
OG0017872																	Dwil_XP.023033644.1
OG0017873																	Dwil_XP.023033670.2
OG0017874																	Dwil_XP.023033677.2
OG0017875																	Dwil_XP.023033984.1
OG0017876																	Dwil_XP.023034257.1
OG0017877																	Dwil_XP.023034392.1
OG0017878																	Dwil_XP.023034404.1
OG0017879																	Dwil_XP.023034409.1
OG0017880																	Dwil_XP.023034506.1
OG0017881																	Dwil_XP.023034668.1
OG0017882																	Dwil_XP.023034678.1
OG0017883																	Dwil_XP.023034698.1
OG0017884																	Dwil_XP.023034768.1
OG0017885																	Dwil_XP.023034809.1
OG0017886																	Dwil_XP.023034865.2
OG0017887																	Dwil_XP.023034874.2
OG0017888																	Dwil_XP.023034984.1
OG0017889																	Dwil_XP.023035135.2
OG0017890																	Dwil_XP.023035255.1
OG0017891																	Dwil_XP.023035349.1
OG0017892																	Dwil_XP.023035361.1
OG0017893																	Dwil_XP.023035880.1
OG0017894																	Dwil_XP.023036016.1
OG0017895																	Dwil_XP.023036181.1
OG0017896																	Dwil_XP.023036182.1
OG0017897																	Dwil_XP.023036231.1
OG0017898																	Dwil_XP.023036322.2
OG0017899																	Dwil_XP.023036335.1
OG0017900																	Dwil_XP.023036411.1
OG0017901																	Dwil_XP.023036536.1
OG0017902																	Dwil_XP.023036574.1
OG0017903																	Dwil_XP.023036920.1
OG0017904																	Dwil_XP.023036962.1
OG0017905																	Dwil_XP.023036975.1
OG0017906																	Dwil_XP.023037074.1
OG0017907																	Dwil_XP.023037167.1
OG0017908																	Dwil_XP.023037182.1
OG0017909																	Dwil_XP.023037358.1
OG0017910																	Dwil_XP.023037380.2
OG0017911																	Dwil_XP.023037404.1
OG0017912																	Dwil_XP.023037442.1
OG0017913																	Dwil_XP.023037491.1
OG0017914																	Dwil_XP.023037801.1
OG0017915																	Dwil_XP.046865175.1
OG0017916																	Dwil_XP.046865289.1
OG0017917																	Dwil_XP.046865329.1
OG0017918																	Dwil_XP.046865335.1
OG0017919																	Dwil_XP.046865345.1
OG0017920																	Dwil_XP.046865364.1
OG0017921																	Dwil_XP.046865365.1
OG0017922																	Dwil_XP.046865373.1
OG0017923																	Dwil_XP.046865401.1
OG0017924																	Dwil_XP.046865409.1
OG0017925																	Dwil_XP.046865457.1
OG0017926																	Dwil_XP.046865458.1
OG0017927																	Dwil_XP.046865512.1
OG0017928																	Dwil_XP.046865518.1
OG0017929																	Dwil_XP.046865544.1
OG0017930																	Dwil_XP.046865553.1
OG0017931																	Dwil_XP.046865563.1
OG0017932																	Dwil_XP.046865565.1
OG0017933																	Dwil_XP.046865589.1
OG0017934																	Dwil_XP.046865647.1
OG0017935																	Dwil_XP.046865713.1
OG0017936																	Dwil_XP.046865731.1
OG0017937																	Dwil_XP.046865783.1
OG0017938																	Dwil_XP.046865814.1
OG0017939																	Dwil_XP.046865824.1
OG0017940																	Dwil_XP.046865879.1
OG0017941																	Dwil_XP.046865899.1
OG0017942																	Dwil_XP.046865907.1
OG0017943																	Dwil_XP.046865927.1
OG0017944																	Dwil_XP.046865928.1
OG0017945																	Dwil_XP.046865948.1
OG0017946																	Dwil_XP.046866084.1
OG0017947																	Dwil_XP.046866133.1
OG0017948																	Dwil_XP.046866145.1
OG0017949																	Dwil_XP.046866295.1
OG0017950																	Dwil_XP.046866353.1
OG0017951																	Dwil_XP.046866389.1
OG0017952																	Dwil_XP.046866395.1
OG0017953																	Dwil_XP.046866423.1
OG0017954																	Dwil_XP.046866438.1
OG0017955																	Dwil_XP.046866510.1
OG0017956																	Dwil_XP.046866556.1
OG0017957																	Dwil_XP.046866566.1
OG0017958																	Dwil_XP.046866596.1
OG0017959																	Dwil_XP.046866620.1
OG0017960																	Dwil_XP.046866652.1
OG0017961																	Dwil_XP.046866656.1
OG0017962																	Dwil_XP.046866667.1
OG0017963																	Dwil_XP.046866675.1
OG0017964																	Dwil_XP.046866678.1
OG0017965																	Dwil_XP.046866685.1
OG0017966																	Dwil_XP.046866725.1
OG0017967																	Dwil_XP.046866762.1
OG0017968																	Dwil_XP.046866781.1
OG0017969																	Dwil_XP.046866815.1
OG0017970																	Dwil_XP.046866845.1
OG0017971																	Dwil_XP.046866886.1
OG0017972																	Dwil_XP.046866900.1
OG0017973																	Dwil_XP.046866912.1
OG0017974																	Dwil_XP.046866939.1
